"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YNL123W",620.333769724784,4.33733092549315,0.444615381353002,9.75524263756752,1.75181259018937e-22,6.68608471922277e-21
"YHR065C",763.054062793469,4.33256123156143,0.498706099979313,8.68760424574945,3.7016269823064e-18,7.56850516918005e-17
"YJR041C",307.379346373016,4.32338579016166,0.490108983665352,8.82127431704797,1.13164410201375e-18,2.51110948993361e-17
"YLR223C",1188.83723698666,4.32302446235996,0.46187705686708,9.35968651849285,7.99736147586754e-21,2.38462991923654e-19
"YLR023C",726.546882686277,4.3142084654777,0.481522638144817,8.95951326836727,3.26114721796424e-19,7.81174385893109e-18
"YOR306C",593.438722180921,4.3048925294667,0.457277430047561,9.41418107825472,4.7678445599253e-21,1.45191011199853e-19
"YLR063W",357.846032851842,4.29979181801261,0.460827893537378,9.33058063175563,1.05292496735031e-20,3.09127971183616e-19
"YPL012W",1252.02954816858,4.27612086637668,0.449407268579788,9.51502382213362,1.81671265334772e-21,5.81043572090263e-20
"YKL024C",915.47037717127,4.26424515242394,0.438039769525072,9.73483562245339,2.14163665149504e-22,7.91023859987685e-21
"YNR054C",550.454588369727,4.25945010563943,0.429373818526334,9.92014399075009,3.40264943403035e-23,1.37184281759322e-21
"YOR234C",2392.73722211938,4.2532356298772,0.479748907743981,8.86554520755041,7.61306182591854e-19,1.74339115813535e-17
"YER056C",4203.50080521472,4.25129921360633,0.412371238350268,10.3093979847239,6.39003380931907e-25,3.35623335397722e-23
"YLR196W",1137.00629129548,4.25012650466278,0.461432538268495,9.21072129115818,3.23940744425647e-20,8.66617178428425e-19
"YOR078W",905.129524708404,4.24077111498389,0.414719073402247,10.2256476418934,1.52207114619357e-24,7.44774129227197e-23
"YPL226W",2310.51870636619,4.22665817019437,0.447164551812378,9.45213155439879,3.31999799765795e-21,1.03863325336567e-19
"YDR222W",939.713810068806,4.21719651393148,0.428295617654694,9.84646197648354,7.09993695635356e-23,2.81322171287221e-21
"YNL132W",749.35158446887,4.20537396956533,0.522690025847613,8.04563653715362,8.57982836670262e-16,1.31687714207433e-14
"YBR267W",568.565117423175,4.19992852305832,0.431099541987093,9.74236368635268,1.98873750265288e-22,7.3931962355115e-21
"YCR057C",1013.15858271011,4.19320741552671,0.437058102712619,9.59416468771862,8.45995678426103e-22,2.84901485822908e-20
"YOR145C",2258.5967131343,4.1908748668797,0.40326143055359,10.3924515199149,2.68365073271798e-25,1.47729811969331e-23
"YGR081C",442.116084589251,4.18386004879597,0.435849247185935,9.59932838202451,8.04670289576193e-22,2.72588012297261e-20
"YDR087C",823.367613986204,4.18380278094005,0.528842681343049,7.91124265975444,2.54832256963595e-15,3.57577125273673e-14
"YBR155W",458.018327288699,4.17696417027161,0.434282409450182,9.61808279446503,6.70695564485109e-22,2.29924078244147e-20
"YMR217W",5313.28844401327,4.17457166521734,0.52335463986018,7.97656378155474,1.5046343105225e-15,2.20872600711316e-14
"YLR051C",635.312742561025,4.16985876623622,0.424567337942493,9.82143088642637,9.10419750114525e-23,3.5456823601399e-21
"YOR273C",2860.28833884911,4.16979256246101,0.484391817563573,8.60830511843597,7.41486812796326e-18,1.47396250113159e-16
"YOL010W",666.691331369545,4.16952242795122,0.434118657202021,9.60456860993857,7.64775031341276e-22,2.60615300858857e-20
"YDR021W",313.285125110921,4.16523140919167,0.461631799103028,9.02284335109693,1.83269531515078e-19,4.52249167208545e-18
"YBL024W",1099.79195192869,4.15925219995472,0.468925848881502,8.86974392619965,7.33142968528167e-19,1.6924368930741e-17
"YMR131C",2518.48756329121,4.15669411376708,0.474198998544153,8.76571676981315,1.85592063689909e-18,3.93523912823975e-17
"YJL200C",591.617330445397,4.14376929195031,0.451708030994216,9.1735568279134,4.57663463400905e-20,1.20189143484871e-18
"YPR186C",231.550053082221,4.14283316399323,0.470159554243104,8.81154732814619,1.23430150651283e-18,2.69709012396411e-17
"YLR014C",302.825078293592,4.14084409488448,0.450893719553201,9.18363666495005,4.16773044132766e-20,1.10464151743522e-18
"YDR165W",614.757976368324,4.13985641788447,0.497086765841472,8.32823704504885,8.2055089132442e-17,1.45889871205972e-15
"YLL008W",1387.26083949777,4.1340817256355,0.438851715316566,9.420224602867,4.50124126844552e-21,1.37805381079415e-19
"YOR201C",249.577152031448,4.13320791573112,0.525363950718967,7.86732304352968,3.62310216023826e-15,4.97416303773718e-14
"YDR324C",840.220772550057,4.13112394726046,0.432653706136151,9.54833828688029,1.31793176951875e-21,4.33629849453727e-20
"YDL060W",1254.89522972298,4.1226866198116,0.413024455187679,9.98170100590833,1.83297123151094e-23,7.82879531496737e-22
"YDR508C",3793.81652258221,4.11631002733415,0.447086294823705,9.20696982884993,3.35460944170575e-20,8.93262281570484e-19
"YKL099C",599.596132471095,4.10225308819565,0.449182309627587,9.13271293252128,6.68038242414965e-20,1.69978619458919e-18
"YNL153C",385.227874654017,4.10125086135656,0.49703706326992,8.25139846589135,1.56551613359764e-16,2.6283225410107e-15
"YLR409C",827.166929247887,4.0917163105489,0.463213807601161,8.83332112170536,1.01612772100212e-18,2.28130635401456e-17
"YGR090W",655.849402065558,4.08174628045015,0.422167425191521,9.6685486299622,4.10153314002142e-22,1.47680988846683e-20
"YKR099W",524.27213854661,4.07682995397629,0.439835205929015,9.26899415740323,1.87909540567553e-20,5.27344176347668e-19
"YHR197W",584.675091568134,4.07222076232978,0.491590464212626,8.28376679122977,1.19339196528879e-16,2.03338363133283e-15
"YPR110C",1393.6556525571,4.06331372818813,0.412682348250508,9.84610498950054,7.12519036447983e-23,2.81322171287221e-21
"YBR028C",241.461353487569,4.05874910239187,0.474329978801422,8.55680493281886,1.16038634252138e-17,2.26730778530201e-16
"YPR144C",1018.56560748744,4.05306619240389,0.44002303996953,9.21103175116592,3.23005079244114e-20,8.66617178428425e-19
"YMR229C",1931.27522721113,4.04652511655528,0.424419445400624,9.5342594699817,1.50959086665854e-21,4.9104589270569e-20
"YOR272W",955.386202267135,4.03841185565851,0.451322656225103,8.9479484354632,3.62150137731336e-19,8.63878974379958e-18
"YGR054W",854.708727688199,4.02899488373585,0.471620973133689,8.54286622786337,1.30932940444607e-17,2.54098672557754e-16
"YHR049W",5588.26384192392,4.01213549791302,0.504227691484616,7.95699158469449,1.7627269592617e-15,2.53558086476715e-14
"YIL020C",451.250811446753,4.0043845669502,0.439804775396592,9.10491379576144,8.63349716700952e-20,2.1773908053361e-18
"YNL166C",185.423637286786,4.00435182336929,0.503990555175575,7.94529139930867,1.9373481652332e-15,2.76591477455363e-14
"YDR299W",998.122032270212,4.0001344284585,0.410434182103298,9.74610449831331,1.91682938656404e-22,7.1724498288099e-21
"YPL183C",474.340558706036,3.9995322908929,0.462289878963023,8.65156792933553,5.07966413908469e-18,1.01682088098811e-16
"YMR049C",1342.7112982371,3.99171239595962,0.437433528007142,9.12530050941692,7.15375110419085e-20,1.81217810050852e-18
"YLR333C",2603.7175703496,3.98875383448075,0.405401644393514,9.83901740321745,7.6453864586082e-23,2.99793407366657e-21
"YLR222C",804.81573918904,3.97159767342497,0.469416113633636,8.46071866319585,2.65734778303193e-17,4.93938833047332e-16
"YKL009W",2029.03875199388,3.96742892458134,0.429941286279117,9.22783889613638,2.76146968750478e-20,7.45727073630417e-19
"YPL001W",212.247809569312,3.96622825224477,0.465945433292067,8.51221617137007,1.70640069921163e-17,3.24556279168989e-16
"YER055C",1180.31685277869,3.95651643153112,0.568253801371362,6.96258682649,3.34080561314569e-12,2.94701265566395e-11
"YHR144C",97.1999916953998,3.95031768472258,0.740119314954066,5.33740655716807,9.42854660488964e-08,4.36013160848087e-07
"YHR084W",210.454439707688,3.94843835250457,0.529218197701606,7.4608892318001,8.59404788752623e-14,9.78149585608105e-13
"YGR191W",1194.69472891214,3.93629403062024,0.453627913387517,8.67736291011179,4.05051007301516e-18,8.25237372527111e-17
"YIL091C",1006.31575032942,3.92598396185527,0.421844166719942,9.30671625112618,1.31845530644508e-20,3.81220031787783e-19
"YOR107W",835.610214307226,3.92567269334195,0.625204821830328,6.27901858122157,3.40716875558594e-10,2.24207369261258e-09
"YMR070W",728.241327586176,3.92331708668613,0.445523094896128,8.80609138253728,1.29585410411324e-18,2.81013816138194e-17
"YBR247C",890.282134221853,3.92185209269784,0.415236442823307,9.44486487272672,3.55863183424229e-21,1.10723735059984e-19
"YNL289W",118.735252251031,3.92025896207879,0.789251582486358,4.9670587288896,6.79760070077129e-07,2.82411204730882e-06
"YNL191W",481.397089573239,3.91569935259462,0.46118353728434,8.4905445143425,2.05671157718837e-17,3.86054878013226e-16
"YLR397C",384.183926957634,3.91350999632653,0.445338411812229,8.78772163488249,1.52623573038557e-18,3.28484945731481e-17
"YGR123C",382.313414443269,3.91276957649076,0.545299620861033,7.17544892166341,7.20703020559843e-13,7.06511094641285e-12
"YEL036C",932.417352538723,3.90832466856152,0.441766240853462,8.8470424109613,8.9869246008923e-19,2.0336025035616e-17
